date,owl,hemisphere,channel,azi,ele,azi_competitor,ele_competitor,region,stimulus_resp,base_resp,base_std,maxresp_latency,firstspk_latency,psth_driver,psth_competitor
2023-12-11,256,left,4,0,40,90,40,OT,36.38,19.96,14.242134671459894,1.03,1.024,[0.01  0.    0.045 ... 0.035 0.03  0.035],[0.025 0.025 0.04  ... 0.03  0.01  0.025]
2023-12-11,256,left,5,0,40,90,40,OT,29.765,16.71,9.846110907358296,1.03,1.024,[0.01  0.015 0.04  ... 0.01  0.005 0.005],[0.005 0.015 0.03  ... 0.005 0.03  0.025]
2023-12-11,256,left,8,0,40,90,40,OT,31.96,18.71,10.465939996006092,1.03,1.024,[0.02  0.03  0.03  ... 0.02  0.015 0.01 ],[0.025 0.02  0.025 ... 0.02  0.05  0.03 ]
2023-12-11,256,left,9,0,40,90,40,OT,48.3,25.14,17.533408111374126,1.03,1.024,[0.015 0.025 0.045 ... 0.04  0.03  0.02 ],[0.045 0.02  0.05  ... 0.03  0.02  0.02 ]
2023-12-11,256,left,10,0,40,90,40,OT,45.38,23.73,17.198462140551985,1.027,1.023,[0.025 0.025 0.03  ... 0.03  0.03  0.025],[0.025 0.015 0.03  ... 0.025 0.01  0.02 ]
2023-12-11,256,left,12,0,40,90,40,OT,62.91,25.445,24.129172696136933,1.026,1.022,[0.035 0.025 0.06  ... 0.035 0.025 0.04 ],[0.015 0.035 0.015 ... 0.04  0.02  0.045]
2023-12-11,256,left,13,0,40,90,40,OT,36.0,16.13,10.573698501470524,1.031,1.021,[0.005 0.05  0.02  ... 0.03  0.02  0.015],[0.02  0.01  0.02  ... 0.03  0.005 0.02 ]
2023-12-11,256,left,15,0,40,90,40,OT,70.53,28.65,25.538549293176384,1.028,1.021,[0.035 0.035 0.055 ... 0.02  0.04  0.035],[0.04  0.05  0.03  ... 0.025 0.025 0.02 ]
2023-12-11,256,left,16,0,40,90,40,OT,80.52,37.22,24.535720898314768,1.029,1.024,[0.035 0.05  0.055 ... 0.05  0.045 0.05 ],[0.07  0.03  0.07  ... 0.025 0.035 0.05 ]
2023-12-15,256,left,1,0,30,80,30,OT,28.53,20.11,14.947170300762616,1.026,1.019,[0.01  0.01  0.015 ... 0.02  0.01  0.03 ],[0.02  0.025 0.02  ... 0.02  0.    0.01 ]
2023-12-15,256,left,2,0,30,80,30,OT,17.86,13.7,8.803408430829505,1.026,1.022,[0.    0.    0.    ... 0.015 0.005 0.005],[0.02  0.005 0.005 ... 0.005 0.015 0.005]
2023-12-15,256,left,3,0,30,80,30,OT,27.445,23.71,6.248671858883294,1.026,1.023,[0.03  0.02  0.03  ... 0.03  0.03  0.015],[0.015 0.02  0.01  ... 0.03  0.02  0.03 ]
2023-12-15,256,left,4,0,30,80,30,OT,26.535,22.09,16.367098093431224,1.026,1.021,[0.025 0.025 0.025 ... 0.04  0.025 0.03 ],[0.025 0.02  0.035 ... 0.015 0.03  0.025]
2023-12-15,256,left,5,0,30,80,30,OT,34.665,25.135,20.293269204344572,1.026,1.021,[0.02  0.02  0.02  ... 0.025 0.015 0.03 ],[0.02 0.04 0.04 ... 0.01 0.01 0.03]
2023-12-15,256,left,8,0,30,80,30,OT,34.65,25.105,20.290243345016837,1.026,1.019,[0.02  0.02  0.03  ... 0.035 0.015 0.03 ],[0.03  0.035 0.025 ... 0.015 0.005 0.02 ]
2023-12-15,256,left,9,0,30,80,30,OT,27.41,16.66,16.0684286723998,1.026,1.019,[0.025 0.035 0.02  ... 0.03  0.035 0.03 ],[0.005 0.    0.02  ... 0.01  0.005 0.01 ]
2023-12-15,256,left,10,0,30,80,30,OT,25.98,15.805,15.045164505581186,1.026,1.019,[0.02  0.01  0.01  ... 0.025 0.025 0.04 ],[0.015 0.    0.015 ... 0.01  0.005 0.   ]
2023-12-15,256,left,11,0,30,80,30,OT,23.285,16.585,13.5835479533147,1.026,1.021,[0.005 0.005 0.015 ... 0.01  0.005 0.02 ],[0.015 0.02  0.02  ... 0.02  0.    0.01 ]
2023-12-15,256,left,12,0,30,80,30,OT,18.18,10.58,3.670640271124372,1.018,1.007,[0.02  0.025 0.005 ... 0.01  0.    0.01 ],[0.015 0.    0.01  ... 0.025 0.01  0.005]
2023-12-15,256,left,13,0,30,80,30,OT,22.045,13.565,4.035563777218743,1.016,1.006,[0.005 0.02  0.005 ... 0.015 0.015 0.01 ],[0.01  0.005 0.005 ... 0.01  0.015 0.035]
2023-12-15,256,left,15,0,30,80,30,OT,15.475,7.26,4.469049115863463,1.028,1.015,[0.    0.02  0.005 ... 0.005 0.    0.005],[0.01  0.005 0.005 ... 0.005 0.01  0.   ]
2023-12-15,256,left,16,0,30,80,30,OT,16.87,8.19,5.8209878886663216,1.026,1.016,[0.005 0.005 0.02  ... 0.015 0.005 0.02 ],[0.005 0.005 0.015 ... 0.015 0.005 0.005]
2023-12-21,256,left,1,0,20,100,20,OT,130.535,18.58,10.8781248384085,1.025,1.007,[0.01  0.045 0.015 ... 0.01  0.005 0.02 ],[0.03 0.02 0.01 ... 0.02 0.03 0.01]
2023-12-21,256,left,2,0,20,100,20,OT,17.44,12.93,9.80638057593116,1.024,1.019,[0.02  0.005 0.01  ... 0.01  0.005 0.015],[0.01  0.015 0.02  ... 0.02  0.01  0.01 ]
2023-12-21,256,left,3,0,20,100,20,OT,27.88,23.565,19.08993910414593,1.022,1.017,[0.015 0.035 0.02  ... 0.035 0.035 0.025],[0.025 0.03  0.03  ... 0.035 0.035 0.03 ]
2023-12-21,256,left,4,0,20,100,20,OT,20.5,13.765,5.397200663306859,1.016,1.014,[0.025 0.01  0.02  ... 0.015 0.01  0.   ],[0.015 0.01  0.01  ... 0.03  0.035 0.025]
2023-12-21,256,left,5,0,20,100,20,OT,37.505,18.7,18.718440105949,1.024,1.013,[0.015 0.025 0.02  ... 0.015 0.02  0.   ],[0.03  0.015 0.02  ... 0.005 0.035 0.025]
2023-12-21,256,left,6,0,20,100,20,OT,23.01,20.68,16.56313979896324,1.022,1.017,[0.02  0.025 0.    ... 0.025 0.005 0.015],[0.03  0.035 0.035 ... 0.02  0.015 0.02 ]
2023-12-21,256,left,7,0,20,100,20,OT,28.44,21.165,18.996520076056036,1.028,1.016,[0.015 0.015 0.015 ... 0.01  0.015 0.03 ],[0.025 0.025 0.03  ... 0.03  0.015 0.01 ]
2023-12-21,256,left,8,0,20,100,20,OT,37.795,19.4,19.655787951644168,1.024,1.011,[0.025 0.025 0.02  ... 0.015 0.025 0.005],[0.02  0.015 0.02  ... 0.01  0.03  0.02 ]
2023-12-21,256,left,9,0,20,100,20,OT,24.86,8.78,7.1987221088190365,1.016,1.007,[0.005 0.005 0.005 ... 0.02  0.015 0.025],[0.    0.005 0.015 ... 0.01  0.02  0.   ]
2023-12-21,256,left,10,0,20,100,20,OT,11.395,3.41,5.203066403573955,1.016,1.009,[0.005 0.005 0.005 ... 0.005 0.    0.   ],[0.005 0.005 0.005 ... 0.005 0.005 0.   ]
2023-12-21,256,left,11,0,20,100,20,OT,150.57,36.005,17.28452993286193,1.025,1.009,[0.02  0.065 0.03  ... 0.015 0.03  0.035],[0.04  0.025 0.025 ... 0.03  0.05  0.02 ]
2023-12-21,256,left,12,0,20,100,20,OT,46.23,13.81,4.864555478150085,1.009,1.006,[0.015 0.015 0.01  ... 0.015 0.005 0.005],[0.01  0.005 0.01  ... 0.01  0.005 0.02 ]
2023-12-21,256,left,13,0,20,100,20,OT,68.815,10.51,4.401124856215738,1.009,1.005,[0.015 0.01  0.01  ... 0.015 0.005 0.01 ],[0.015 0.02  0.01  ... 0.035 0.035 0.02 ]
2023-12-21,256,left,14,0,20,100,20,OT,13.095,11.435,7.650867597861042,1.023,1.019,[0.005 0.01  0.01  ... 0.01  0.015 0.005],[0.025 0.02  0.01  ... 0.01  0.015 0.025]
2023-12-21,256,left,15,0,20,100,20,OT,26.845,11.055,4.465643850555035,1.015,1.005,[0.01  0.01  0.005 ... 0.    0.01  0.01 ],[0.005 0.01  0.005 ... 0.01  0.01  0.01 ]
2023-12-21,256,left,16,0,20,100,20,OT,37.965,12.945,7.468063671394347,1.016,1.006,[0.02  0.025 0.02  ... 0.005 0.02  0.01 ],[0.01  0.02  0.01  ... 0.015 0.04  0.01 ]
2023-12-24,40,right,1,-80,10,0,10,OT,78.055,21.735,27.161825693424955,1.027,1.024,[0.02  0.03  0.03  ... 0.015 0.03  0.025],[0.03  0.035 0.045 ... 0.025 0.035 0.01 ]
2023-12-24,40,right,2,-80,10,0,10,OT,23.26,5.835,8.14111632394477,1.026,1.025,[0.02  0.005 0.015 ... 0.01  0.01  0.01 ],[0.01  0.015 0.005 ... 0.005 0.    0.01 ]
2023-12-24,40,right,3,-80,10,0,10,OT,23.135,5.48,8.036143353624299,1.028,1.024,[0.025 0.    0.01  ... 0.015 0.005 0.015],[0.015 0.02  0.005 ... 0.005 0.    0.   ]
2023-12-24,40,right,4,-80,10,0,10,OT,45.295,14.815,19.149954960782544,1.029,1.023,[0.02  0.02  0.015 ... 0.025 0.01  0.01 ],[0.    0.025 0.02  ... 0.025 0.01  0.005]
2023-12-24,40,right,5,-80,10,0,10,OT,36.555,10.775,14.11220659570997,1.03,1.024,[0.01  0.015 0.015 ... 0.02  0.02  0.02 ],[0.01  0.01  0.005 ... 0.015 0.005 0.   ]
2023-12-24,40,right,6,-80,10,0,10,OT,23.97,7.38,7.921843219857358,1.028,1.024,[0.025 0.    0.015 ... 0.005 0.    0.01 ],[0.01  0.02  0.015 ... 0.005 0.005 0.   ]
2023-12-24,40,right,7,-80,10,0,10,OT,33.92,9.535,10.861803487450876,1.028,1.024,[0.02  0.02  0.02  ... 0.015 0.025 0.01 ],[0.015 0.025 0.005 ... 0.005 0.01  0.01 ]
2023-12-24,40,right,8,-80,10,0,10,OT,35.25,10.175,12.16447183399263,1.026,1.023,[0.01  0.025 0.02  ... 0.015 0.01  0.005],[0.015 0.025 0.01  ... 0.005 0.01  0.   ]
2023-12-24,40,right,9,-80,10,0,10,OT,52.76,18.62,22.14442593520997,1.028,1.023,[0.02  0.025 0.025 ... 0.015 0.03  0.025],[0.005 0.025 0.015 ... 0.025 0.04  0.015]
2023-12-24,40,right,10,-80,10,0,10,OT,83.72,32.84,36.80875439348634,1.026,1.016,[0.025 0.02  0.03  ... 0.025 0.035 0.025],[0.055 0.035 0.035 ... 0.025 0.06  0.04 ]
2023-12-24,40,right,12,-80,10,0,10,OT,41.605,19.565,17.67358975986486,1.028,1.016,[0.02  0.02  0.015 ... 0.02  0.025 0.02 ],[0.02  0.03  0.01  ... 0.025 0.025 0.01 ]
2023-12-24,40,right,13,-80,10,0,10,OT,65.25,29.84,33.41652884427106,1.023,1.015,[0.035 0.03  0.035 ... 0.02  0.03  0.03 ],[0.04  0.025 0.055 ... 0.06  0.045 0.03 ]
2023-12-24,40,right,14,-80,10,0,10,OT,25.935,11.21,7.639757849565653,1.03,1.024,[0.025 0.015 0.02  ... 0.01  0.02  0.025],[0.015 0.02  0.02  ... 0.005 0.015 0.005]
2023-12-24,40,right,15,-80,10,0,10,OT,82.135,37.35,41.12295587624995,1.026,1.016,[0.045 0.03  0.03  ... 0.045 0.03  0.055],[0.03  0.05  0.025 ... 0.05  0.05  0.06 ]
2023-12-24,40,right,16,-80,10,0,10,OT,21.455,7.935,10.195134869142242,1.025,1.02,[0.015 0.005 0.005 ... 0.005 0.    0.005],[0.    0.01  0.005 ... 0.005 0.015 0.005]
2023-12-24,40,right,17,-80,10,0,10,Forebrain,38.585,14.28,8.428617917547337,1.007,1.005,[0.025 0.02  0.01  ... 0.02  0.02  0.015],[0.01  0.025 0.01  ... 0.015 0.    0.015]
2023-12-24,40,right,18,-80,10,0,10,Forebrain,49.805,11.23,4.765196743052694,1.015,1.006,[0.005 0.005 0.    ... 0.015 0.01  0.02 ],[0.02  0.015 0.015 ... 0.02  0.015 0.   ]
2023-12-24,40,right,19,-80,10,0,10,Forebrain,30.895,6.325,3.499910713146837,1.015,1.008,[0.005 0.005 0.    ... 0.    0.01  0.   ],[0.005 0.005 0.01  ... 0.    0.005 0.02 ]
2023-12-24,40,right,20,-80,10,0,10,Forebrain,85.215,3.79,3.841340911712992,1.008,1.005,[0.005 0.    0.005 ... 0.005 0.005 0.   ],[0.    0.    0.005 ... 0.    0.005 0.005]
2023-12-24,40,right,21,-80,10,0,10,Forebrain,70.66,13.155,6.116451176948934,1.015,1.005,[0.    0.02  0.01  ... 0.01  0.015 0.005],[0.025 0.02  0.    ... 0.015 0.01  0.005]
2023-12-24,40,right,22,-80,10,0,10,Forebrain,30.79,10.26,3.883606571217018,1.012,1.007,[0.005 0.01  0.02  ... 0.01  0.015 0.01 ],[0.01  0.01  0.    ... 0.025 0.015 0.015]
2023-12-24,40,right,23,-80,10,0,10,Forebrain,29.63,8.77,3.623134002490109,1.012,1.004,[0.015 0.015 0.005 ... 0.01  0.015 0.01 ],[0.01  0.015 0.005 ... 0.    0.01  0.005]
2023-12-24,40,right,24,-80,10,0,10,Forebrain,34.69,23.735,12.762240203036455,1.008,1.003,[0.025 0.015 0.03  ... 0.035 0.04  0.04 ],[0.01  0.03  0.02  ... 0.02  0.015 0.015]
2023-12-24,40,right,25,-80,10,0,10,Forebrain,174.99,6.27,5.363496993566791,1.014,1.004,[0.005 0.005 0.01  ... 0.01  0.005 0.   ],[0.    0.    0.    ... 0.01  0.    0.015]
2023-12-24,40,right,26,-80,10,0,10,Forebrain,210.175,11.135,6.717646537292656,1.015,1.004,[0.02  0.01  0.02  ... 0.015 0.015 0.01 ],[0.    0.01  0.005 ... 0.005 0.005 0.005]
2023-12-24,40,right,27,-80,10,0,10,Forebrain,28.085,8.42,3.680163039866576,1.021,1.012,[0.    0.    0.005 ... 0.01  0.    0.01 ],[0.005 0.01  0.02  ... 0.    0.01  0.015]
2023-12-24,40,right,28,-80,10,0,10,Forebrain,228.5,8.89,6.862790977437678,1.013,1.004,[0.015 0.02  0.03  ... 0.005 0.015 0.005],[0.005 0.005 0.01  ... 0.    0.005 0.005]
2023-12-24,40,right,29,-80,10,0,10,Forebrain,175.905,1.89,4.09241982206127,1.013,1.004,[0.    0.    0.005 ... 0.    0.    0.   ],[0.    0.    0.005 ... 0.    0.    0.   ]
2023-12-24,40,right,30,-80,10,0,10,Forebrain,31.565,9.715,3.9425594478713952,1.015,1.007,[0.01  0.015 0.005 ... 0.005 0.    0.015],[0.01  0.01  0.005 ... 0.015 0.    0.005]
2023-12-24,40,right,31,-80,10,0,10,Forebrain,192.82,3.43,4.657799909828674,1.013,1.004,[0.005 0.005 0.025 ... 0.    0.    0.005],[0.    0.    0.005 ... 0.    0.    0.015]
2023-12-24,40,right,32,-80,10,0,10,Forebrain,84.205,1.775,2.5698978578924105,1.013,1.005,[0.    0.    0.005 ... 0.    0.    0.   ],[0.    0.    0.    ... 0.    0.005 0.   ]
2023-12-26,40,right,1,-100,0,0,0,OT,39.665,15.29,8.461436048331276,1.028,1.026,[0.015 0.01  0.015 ... 0.    0.01  0.005],[0.015 0.025 0.005 ... 0.01  0.02  0.01 ]
2023-12-26,40,right,2,-100,0,0,0,OT,43.09,16.305,10.370244693352229,1.028,1.024,[0.01  0.015 0.005 ... 0.025 0.005 0.015],[0.025 0.015 0.015 ... 0.01  0.005 0.005]
2023-12-26,40,right,3,-100,0,0,0,OT,34.07,14.645,8.328803935740114,1.028,1.026,[0.01  0.005 0.02  ... 0.    0.025 0.015],[0.01  0.    0.01  ... 0.015 0.025 0.   ]
2023-12-26,40,right,4,-100,0,0,0,OT,39.345,15.895,10.25689889781507,1.032,1.026,[0.015 0.015 0.03  ... 0.02  0.015 0.02 ],[0.02  0.035 0.02  ... 0.035 0.035 0.015]
2023-12-26,40,right,5,-100,0,0,0,OT,41.08,15.93,10.29102035757388,1.028,1.024,[0.015 0.015 0.015 ... 0.    0.03  0.01 ],[0.025 0.02  0.005 ... 0.01  0.015 0.005]
2023-12-26,40,right,6,-100,0,0,0,OT,31.465,14.045,7.851940842874455,1.028,1.025,[0.01  0.    0.025 ... 0.015 0.025 0.02 ],[0.005 0.    0.01  ... 0.005 0.01  0.02 ]
2023-12-26,40,right,7,-100,0,0,0,OT,58.515,22.18,14.398874956051252,1.028,1.024,[0.015 0.03  0.005 ... 0.015 0.02  0.03 ],[0.02  0.01  0.02  ... 0.015 0.02  0.03 ]
2023-12-26,40,right,8,-100,0,0,0,OT,50.59,18.175,12.109681044519713,1.029,1.024,[0.015 0.005 0.02  ... 0.005 0.005 0.02 ],[0.01  0.015 0.01  ... 0.02  0.01  0.02 ]
2023-12-26,40,right,9,-100,0,0,0,OT,28.995,11.18,8.819160957823597,1.028,1.027,[0.005 0.    0.005 ... 0.01  0.01  0.005],[0.01  0.015 0.005 ... 0.01  0.01  0.025]
2023-12-26,40,right,10,-100,0,0,0,OT,43.525,17.14,15.8313107480082,1.031,1.02,[0.015 0.005 0.015 ... 0.005 0.    0.03 ],[0.015 0.02  0.015 ... 0.025 0.02  0.02 ]
2023-12-26,40,right,11,-100,0,0,0,OT,14.83,8.405,3.4016135876962865,1.029,1.025,[0.01  0.015 0.01  ... 0.015 0.01  0.01 ],[0.005 0.015 0.025 ... 0.02  0.01  0.005]
2023-12-26,40,right,13,-100,0,0,0,OT,39.35,23.045,18.7870427422732,1.022,1.01,[0.03  0.015 0.035 ... 0.035 0.01  0.025],[0.035 0.03  0.015 ... 0.015 0.04  0.045]
2023-12-26,40,right,14,-100,0,0,0,OT,24.61,11.735,6.223726777422029,1.029,1.027,[0.015 0.015 0.015 ... 0.015 0.01  0.025],[0.005 0.005 0.    ... 0.01  0.    0.005]
2023-12-26,40,right,15,-100,0,0,0,OT,39.435,18.83,18.592501176549646,1.027,1.014,[0.045 0.015 0.03  ... 0.01  0.005 0.04 ],[0.025 0.01  0.03  ... 0.015 0.03  0.025]
2023-12-26,40,right,16,-100,0,0,0,OT,30.44,12.5,9.03603895520598,1.03,1.024,[0.01  0.    0.01  ... 0.    0.01  0.015],[0.01  0.015 0.015 ... 0.01  0.015 0.025]
2023-12-26,40,right,17,-100,0,0,0,Forebrain,66.33,22.96,8.59816259441516,1.011,1.005,[0.015 0.015 0.035 ... 0.005 0.02  0.035],[0.03  0.015 0.06  ... 0.02  0.03  0.02 ]
2023-12-26,40,right,18,-100,0,0,0,Forebrain,30.37,7.17,2.703904584115349,1.016,1.005,[0.005 0.01  0.    ... 0.015 0.    0.005],[0.005 0.01  0.    ... 0.005 0.02  0.005]
2023-12-26,40,right,19,-100,0,0,0,Forebrain,54.99,16.09,3.9181500736954935,1.019,1.004,[0.02  0.025 0.02  ... 0.03  0.03  0.005],[0.01  0.015 0.01  ... 0.025 0.01  0.015]
2023-12-26,40,right,20,-100,0,0,0,Forebrain,137.51,10.42,4.135649888469768,1.013,1.004,[0.015 0.005 0.005 ... 0.01  0.02  0.005],[0.02  0.005 0.01  ... 0.005 0.015 0.01 ]
2023-12-26,40,right,21,-100,0,0,0,Forebrain,138.29,13.47,4.416910685082957,1.011,1.004,[0.01  0.01  0.015 ... 0.01  0.02  0.01 ],[0.005 0.015 0.01  ... 0.01  0.01  0.01 ]
2023-12-26,40,right,22,-100,0,0,0,Forebrain,23.59,8.41,3.126003838769236,1.011,1.005,[0.02  0.    0.005 ... 0.02  0.015 0.005],[0.015 0.005 0.015 ... 0.01  0.005 0.01 ]
2023-12-26,40,right,23,-100,0,0,0,Forebrain,121.66,36.385,8.629992757818513,1.019,1.004,[0.035 0.035 0.025 ... 0.055 0.04  0.02 ],[0.02  0.02  0.035 ... 0.025 0.05  0.035]
2023-12-26,40,right,24,-100,0,0,0,Forebrain,77.375,35.755,11.328502769563151,1.011,1.005,[0.03  0.03  0.04  ... 0.035 0.035 0.04 ],[0.03  0.025 0.05  ... 0.02  0.035 0.02 ]
2023-12-26,40,right,25,-100,0,0,0,Forebrain,174.105,15.68,5.333629158462369,1.013,1.004,[0.005 0.    0.    ... 0.015 0.02  0.01 ],[0.02  0.    0.015 ... 0.005 0.005 0.01 ]
2023-12-26,40,right,26,-100,0,0,0,Forebrain,191.6,9.315,4.593013716504665,1.007,1.004,[0.02  0.005 0.005 ... 0.005 0.    0.025],[0.01  0.02  0.005 ... 0.    0.005 0.   ]
